Name,collection_date,e_coli,Date
Sunnyside Beach,2018-05-23,10,2018-05-23
Sunnyside Beach,2018-05-23,10,2018-05-23
Sunnyside Beach,2018-05-23,10,2018-05-23
Sunnyside Beach,2018-05-23,20,2018-05-23
Marie Curtis Park East Beach,2018-05-22,190,2018-05-22
Marie Curtis Park East Beach,2018-05-22,50,2018-05-22
Marie Curtis Park East Beach,2018-05-22,110,2018-05-22
Marie Curtis Park East Beach,2018-05-22,60,2018-05-22
Marie Curtis Park East Beach,2018-05-22,140,2018-05-22
Sunnyside Beach,2018-05-22,10,2018-05-22
Sunnyside Beach,2018-05-22,20,2018-05-22
Sunnyside Beach,2018-05-22,10,2018-05-22
Sunnyside Beach,2018-05-22,90,2018-05-22
Sunnyside Beach,2018-05-22,10,2018-05-22
Sunnyside Beach,2018-05-22,10,2018-05-22
Marie Curtis Park East Beach,2017-09-03,110,2017-09-03
Marie Curtis Park East Beach,2017-09-03,80,2017-09-03
Marie Curtis Park East Beach,2017-09-03,80,2017-09-03
Marie Curtis Park East Beach,2017-09-03,90,2017-09-03
Marie Curtis Park East Beach,2017-09-03,130,2017-09-03
Sunnyside Beach,2017-09-03,140,2017-09-03
Sunnyside Beach,2017-09-03,130,2017-09-03
Sunnyside Beach,2017-09-03,80,2017-09-03
Sunnyside Beach,2017-09-03,100,2017-09-03
Sunnyside Beach,2017-09-03,100,2017-09-03
Sunnyside Beach,2017-09-03,130,2017-09-03
Sunnyside Beach,2017-09-02,10,2017-09-02
Sunnyside Beach,2017-09-02,50,2017-09-02
Sunnyside Beach,2017-09-02,30,2017-09-02
Sunnyside Beach,2017-09-02,40,2017-09-02
Sunnyside Beach,2017-09-02,40,2017-09-02
Sunnyside Beach,2017-09-02,80,2017-09-02
Marie Curtis Park East Beach,2017-09-01,790,2017-09-01
Marie Curtis Park East Beach,2017-09-01,450,2017-09-01
Marie Curtis Park East Beach,2017-09-01,630,2017-09-01
Marie Curtis Park East Beach,2017-09-01,660,2017-09-01
Marie Curtis Park East Beach,2017-09-01,690,2017-09-01
Sunnyside Beach,2017-09-01,40,2017-09-01
Sunnyside Beach,2017-09-01,80,2017-09-01
Sunnyside Beach,2017-09-01,130,2017-09-01
Sunnyside Beach,2017-09-01,80,2017-09-01
Sunnyside Beach,2017-09-01,10,2017-09-01
Sunnyside Beach,2017-09-01,50,2017-09-01
Marie Curtis Park East Beach,2017-08-31,20,2017-08-31
Marie Curtis Park East Beach,2017-08-31,60,2017-08-31
Marie Curtis Park East Beach,2017-08-31,20,2017-08-31
Marie Curtis Park East Beach,2017-08-31,10,2017-08-31
Marie Curtis Park East Beach,2017-08-31,10,2017-08-31
Sunnyside Beach,2017-08-31,30,2017-08-31
Sunnyside Beach,2017-08-31,590,2017-08-31
Sunnyside Beach,2017-08-31,60,2017-08-31
Sunnyside Beach,2017-08-31,100,2017-08-31
Sunnyside Beach,2017-08-31,70,2017-08-31
Sunnyside Beach,2017-08-31,50,2017-08-31
Marie Curtis Park East Beach,2017-08-30,20,2017-08-30
Marie Curtis Park East Beach,2017-08-30,50,2017-08-30
Marie Curtis Park East Beach,2017-08-30,30,2017-08-30
Marie Curtis Park East Beach,2017-08-30,20,2017-08-30
Marie Curtis Park East Beach,2017-08-30,10,2017-08-30
Sunnyside Beach,2017-08-30,40,2017-08-30
Sunnyside Beach,2017-08-30,80,2017-08-30
Sunnyside Beach,2017-08-30,90,2017-08-30
Sunnyside Beach,2017-08-30,80,2017-08-30
Sunnyside Beach,2017-08-30,110,2017-08-30
Sunnyside Beach,2017-08-30,60,2017-08-30
Marie Curtis Park East Beach,2017-08-29,130,2017-08-29
Marie Curtis Park East Beach,2017-08-29,80,2017-08-29
Marie Curtis Park East Beach,2017-08-29,30,2017-08-29
Marie Curtis Park East Beach,2017-08-29,100,2017-08-29
Marie Curtis Park East Beach,2017-08-29,80,2017-08-29
Sunnyside Beach,2017-08-29,20,2017-08-29
Sunnyside Beach,2017-08-29,10,2017-08-29
Sunnyside Beach,2017-08-29,50,2017-08-29
Sunnyside Beach,2017-08-29,40,2017-08-29
Sunnyside Beach,2017-08-29,70,2017-08-29
Sunnyside Beach,2017-08-29,20,2017-08-29
Marie Curtis Park East Beach,2017-08-28,100,2017-08-28
Marie Curtis Park East Beach,2017-08-28,80,2017-08-28
Marie Curtis Park East Beach,2017-08-28,270,2017-08-28
Marie Curtis Park East Beach,2017-08-28,100,2017-08-28
Marie Curtis Park East Beach,2017-08-28,130,2017-08-28
Sunnyside Beach,2017-08-28,100,2017-08-28
Sunnyside Beach,2017-08-28,20,2017-08-28
Sunnyside Beach,2017-08-28,110,2017-08-28
Sunnyside Beach,2017-08-28,80,2017-08-28
Sunnyside Beach,2017-08-28,130,2017-08-28
Sunnyside Beach,2017-08-28,100,2017-08-28
Marie Curtis Park East Beach,2017-08-27,10,2017-08-27
Marie Curtis Park East Beach,2017-08-27,10,2017-08-27
Marie Curtis Park East Beach,2017-08-27,10,2017-08-27
Marie Curtis Park East Beach,2017-08-27,10,2017-08-27
Marie Curtis Park East Beach,2017-08-27,10,2017-08-27
Sunnyside Beach,2017-08-27,30,2017-08-27
Sunnyside Beach,2017-08-27,50,2017-08-27
Sunnyside Beach,2017-08-27,40,2017-08-27
Sunnyside Beach,2017-08-27,30,2017-08-27
Sunnyside Beach,2017-08-27,10,2017-08-27
Sunnyside Beach,2017-08-27,10,2017-08-27
Marie Curtis Park East Beach,2017-08-26,60,2017-08-26
Marie Curtis Park East Beach,2017-08-26,80,2017-08-26
Marie Curtis Park East Beach,2017-08-26,30,2017-08-26
Marie Curtis Park East Beach,2017-08-26,50,2017-08-26
Marie Curtis Park East Beach,2017-08-26,40,2017-08-26
Sunnyside Beach,2017-08-26,130,2017-08-26
Sunnyside Beach,2017-08-26,240,2017-08-26
Sunnyside Beach,2017-08-26,140,2017-08-26
Sunnyside Beach,2017-08-26,30,2017-08-26
Sunnyside Beach,2017-08-26,90,2017-08-26
Sunnyside Beach,2017-08-26,110,2017-08-26
Marie Curtis Park East Beach,2017-08-25,10,2017-08-25
Marie Curtis Park East Beach,2017-08-25,40,2017-08-25
Marie Curtis Park East Beach,2017-08-25,40,2017-08-25
Marie Curtis Park East Beach,2017-08-25,10,2017-08-25
Marie Curtis Park East Beach,2017-08-25,50,2017-08-25
Sunnyside Beach,2017-08-25,40,2017-08-25
Sunnyside Beach,2017-08-25,50,2017-08-25
Sunnyside Beach,2017-08-25,50,2017-08-25
Sunnyside Beach,2017-08-25,60,2017-08-25
Sunnyside Beach,2017-08-25,60,2017-08-25
Sunnyside Beach,2017-08-25,80,2017-08-25
Marie Curtis Park East Beach,2017-08-24,80,2017-08-24
Marie Curtis Park East Beach,2017-08-24,40,2017-08-24
Marie Curtis Park East Beach,2017-08-24,40,2017-08-24
Marie Curtis Park East Beach,2017-08-24,120,2017-08-24
Marie Curtis Park East Beach,2017-08-24,30,2017-08-24
Sunnyside Beach,2017-08-24,60,2017-08-24
Sunnyside Beach,2017-08-24,30,2017-08-24
Sunnyside Beach,2017-08-24,70,2017-08-24
Sunnyside Beach,2017-08-24,30,2017-08-24
Sunnyside Beach,2017-08-24,40,2017-08-24
Sunnyside Beach,2017-08-24,50,2017-08-24
Marie Curtis Park East Beach,2017-08-23,10,2017-08-23
Marie Curtis Park East Beach,2017-08-23,10,2017-08-23
Marie Curtis Park East Beach,2017-08-23,10,2017-08-23
Marie Curtis Park East Beach,2017-08-23,10,2017-08-23
Marie Curtis Park East Beach,2017-08-23,10,2017-08-23
Sunnyside Beach,2017-08-23,70,2017-08-23
Sunnyside Beach,2017-08-23,340,2017-08-23
Sunnyside Beach,2017-08-23,150,2017-08-23
Sunnyside Beach,2017-08-23,110,2017-08-23
Sunnyside Beach,2017-08-23,70,2017-08-23
Sunnyside Beach,2017-08-23,70,2017-08-23
Marie Curtis Park East Beach,2017-08-22,30,2017-08-22
Marie Curtis Park East Beach,2017-08-22,40,2017-08-22
Marie Curtis Park East Beach,2017-08-22,20,2017-08-22
Marie Curtis Park East Beach,2017-08-22,40,2017-08-22
Marie Curtis Park East Beach,2017-08-22,20,2017-08-22
Sunnyside Beach,2017-08-22,240,2017-08-22
Sunnyside Beach,2017-08-22,280,2017-08-22
Sunnyside Beach,2017-08-22,100,2017-08-22
Sunnyside Beach,2017-08-22,280,2017-08-22
Sunnyside Beach,2017-08-22,190,2017-08-22
Sunnyside Beach,2017-08-22,120,2017-08-22
Marie Curtis Park East Beach,2017-08-21,50,2017-08-21
Marie Curtis Park East Beach,2017-08-21,20,2017-08-21
Marie Curtis Park East Beach,2017-08-21,10,2017-08-21
Marie Curtis Park East Beach,2017-08-21,10,2017-08-21
Marie Curtis Park East Beach,2017-08-21,10,2017-08-21
Sunnyside Beach,2017-08-21,50,2017-08-21
Sunnyside Beach,2017-08-21,70,2017-08-21
Sunnyside Beach,2017-08-21,180,2017-08-21
Sunnyside Beach,2017-08-21,120,2017-08-21
Sunnyside Beach,2017-08-21,80,2017-08-21
Sunnyside Beach,2017-08-21,60,2017-08-21
Marie Curtis Park East Beach,2017-08-20,10,2017-08-20
Marie Curtis Park East Beach,2017-08-20,40,2017-08-20
Marie Curtis Park East Beach,2017-08-20,30,2017-08-20
Marie Curtis Park East Beach,2017-08-20,20,2017-08-20
Marie Curtis Park East Beach,2017-08-20,60,2017-08-20
Sunnyside Beach,2017-08-20,120,2017-08-20
Sunnyside Beach,2017-08-20,90,2017-08-20
Sunnyside Beach,2017-08-20,70,2017-08-20
Sunnyside Beach,2017-08-20,90,2017-08-20
Sunnyside Beach,2017-08-20,20,2017-08-20
Sunnyside Beach,2017-08-20,40,2017-08-20
Marie Curtis Park East Beach,2017-08-19,90,2017-08-19
Marie Curtis Park East Beach,2017-08-19,90,2017-08-19
Marie Curtis Park East Beach,2017-08-19,80,2017-08-19
Marie Curtis Park East Beach,2017-08-19,50,2017-08-19
Marie Curtis Park East Beach,2017-08-19,80,2017-08-19
Sunnyside Beach,2017-08-19,190,2017-08-19
Sunnyside Beach,2017-08-19,220,2017-08-19
Sunnyside Beach,2017-08-19,210,2017-08-19
Sunnyside Beach,2017-08-19,280,2017-08-19
Sunnyside Beach,2017-08-19,240,2017-08-19
Sunnyside Beach,2017-08-19,200,2017-08-19
Marie Curtis Park East Beach,2017-08-18,160,2017-08-18
Marie Curtis Park East Beach,2017-08-18,110,2017-08-18
Marie Curtis Park East Beach,2017-08-18,10,2017-08-18
Marie Curtis Park East Beach,2017-08-18,120,2017-08-18
Marie Curtis Park East Beach,2017-08-18,200,2017-08-18
Sunnyside Beach,2017-08-18,120,2017-08-18
Sunnyside Beach,2017-08-18,90,2017-08-18
Sunnyside Beach,2017-08-18,80,2017-08-18
Sunnyside Beach,2017-08-18,350,2017-08-18
Sunnyside Beach,2017-08-18,60,2017-08-18
Sunnyside Beach,2017-08-18,100,2017-08-18
Marie Curtis Park East Beach,2017-08-17,100,2017-08-17
Marie Curtis Park East Beach,2017-08-17,30,2017-08-17
Marie Curtis Park East Beach,2017-08-17,30,2017-08-17
Marie Curtis Park East Beach,2017-08-17,110,2017-08-17
Marie Curtis Park East Beach,2017-08-17,80,2017-08-17
Sunnyside Beach,2017-08-17,50,2017-08-17
Sunnyside Beach,2017-08-17,40,2017-08-17
Sunnyside Beach,2017-08-17,80,2017-08-17
Sunnyside Beach,2017-08-17,100,2017-08-17
Sunnyside Beach,2017-08-17,90,2017-08-17
Sunnyside Beach,2017-08-17,40,2017-08-17
Marie Curtis Park East Beach,2017-08-16,40,2017-08-16
Marie Curtis Park East Beach,2017-08-16,30,2017-08-16
Marie Curtis Park East Beach,2017-08-16,10,2017-08-16
Marie Curtis Park East Beach,2017-08-16,50,2017-08-16
Marie Curtis Park East Beach,2017-08-16,20,2017-08-16
Sunnyside Beach,2017-08-16,10,2017-08-16
Sunnyside Beach,2017-08-16,80,2017-08-16
Sunnyside Beach,2017-08-16,40,2017-08-16
Sunnyside Beach,2017-08-16,200,2017-08-16
Sunnyside Beach,2017-08-16,20,2017-08-16
Sunnyside Beach,2017-08-16,50,2017-08-16
Marie Curtis Park East Beach,2017-08-15,260,2017-08-15
Marie Curtis Park East Beach,2017-08-15,180,2017-08-15
Marie Curtis Park East Beach,2017-08-15,160,2017-08-15
Marie Curtis Park East Beach,2017-08-15,240,2017-08-15
Marie Curtis Park East Beach,2017-08-15,280,2017-08-15
Sunnyside Beach,2017-08-15,90,2017-08-15
Sunnyside Beach,2017-08-15,820,2017-08-15
Sunnyside Beach,2017-08-15,2200,2017-08-15
Sunnyside Beach,2017-08-15,2300,2017-08-15
Sunnyside Beach,2017-08-15,180,2017-08-15
Sunnyside Beach,2017-08-15,50,2017-08-15
Marie Curtis Park East Beach,2017-08-14,10,2017-08-14
Marie Curtis Park East Beach,2017-08-14,40,2017-08-14
Marie Curtis Park East Beach,2017-08-14,30,2017-08-14
Marie Curtis Park East Beach,2017-08-14,30,2017-08-14
Marie Curtis Park East Beach,2017-08-14,10,2017-08-14
Sunnyside Beach,2017-08-14,210,2017-08-14
Sunnyside Beach,2017-08-14,290,2017-08-14
Sunnyside Beach,2017-08-14,150,2017-08-14
Sunnyside Beach,2017-08-14,270,2017-08-14
Sunnyside Beach,2017-08-14,190,2017-08-14
Sunnyside Beach,2017-08-14,200,2017-08-14
Marie Curtis Park East Beach,2017-08-13,10,2017-08-13
Marie Curtis Park East Beach,2017-08-13,10,2017-08-13
Marie Curtis Park East Beach,2017-08-13,10,2017-08-13
Marie Curtis Park East Beach,2017-08-13,20,2017-08-13
Marie Curtis Park East Beach,2017-08-13,10,2017-08-13
Sunnyside Beach,2017-08-13,10,2017-08-13
Sunnyside Beach,2017-08-13,50,2017-08-13
Sunnyside Beach,2017-08-13,50,2017-08-13
Sunnyside Beach,2017-08-13,30,2017-08-13
Sunnyside Beach,2017-08-13,50,2017-08-13
Sunnyside Beach,2017-08-13,30,2017-08-13
Marie Curtis Park East Beach,2017-08-12,70,2017-08-12
Marie Curtis Park East Beach,2017-08-12,70,2017-08-12
Marie Curtis Park East Beach,2017-08-12,60,2017-08-12
Marie Curtis Park East Beach,2017-08-12,40,2017-08-12
Marie Curtis Park East Beach,2017-08-12,30,2017-08-12
Sunnyside Beach,2017-08-12,70,2017-08-12
Sunnyside Beach,2017-08-12,260,2017-08-12
Sunnyside Beach,2017-08-12,280,2017-08-12
Sunnyside Beach,2017-08-12,510,2017-08-12
Sunnyside Beach,2017-08-12,110,2017-08-12
Sunnyside Beach,2017-08-12,120,2017-08-12
Marie Curtis Park East Beach,2017-08-11,50,2017-08-11
Marie Curtis Park East Beach,2017-08-11,60,2017-08-11
Marie Curtis Park East Beach,2017-08-11,20,2017-08-11
Marie Curtis Park East Beach,2017-08-11,60,2017-08-11
Marie Curtis Park East Beach,2017-08-11,30,2017-08-11
Sunnyside Beach,2017-08-11,610,2017-08-11
Sunnyside Beach,2017-08-11,290,2017-08-11
Sunnyside Beach,2017-08-11,140,2017-08-11
Sunnyside Beach,2017-08-11,180,2017-08-11
Sunnyside Beach,2017-08-11,560,2017-08-11
Sunnyside Beach,2017-08-11,620,2017-08-11
Marie Curtis Park East Beach,2017-08-10,10,2017-08-10
Marie Curtis Park East Beach,2017-08-10,10,2017-08-10
Marie Curtis Park East Beach,2017-08-10,10,2017-08-10
Marie Curtis Park East Beach,2017-08-10,10,2017-08-10
Marie Curtis Park East Beach,2017-08-10,10,2017-08-10
Sunnyside Beach,2017-08-10,60,2017-08-10
Sunnyside Beach,2017-08-10,180,2017-08-10
Sunnyside Beach,2017-08-10,320,2017-08-10
Sunnyside Beach,2017-08-10,580,2017-08-10
Sunnyside Beach,2017-08-10,90,2017-08-10
Sunnyside Beach,2017-08-10,90,2017-08-10
Marie Curtis Park East Beach,2017-08-09,10,2017-08-09
Marie Curtis Park East Beach,2017-08-09,50,2017-08-09
Marie Curtis Park East Beach,2017-08-09,20,2017-08-09
Marie Curtis Park East Beach,2017-08-09,20,2017-08-09
Marie Curtis Park East Beach,2017-08-09,10,2017-08-09
Sunnyside Beach,2017-08-09,990,2017-08-09
Sunnyside Beach,2017-08-09,200,2017-08-09
Sunnyside Beach,2017-08-09,140,2017-08-09
Sunnyside Beach,2017-08-09,180,2017-08-09
Sunnyside Beach,2017-08-09,470,2017-08-09
Sunnyside Beach,2017-08-09,250,2017-08-09
Marie Curtis Park East Beach,2017-08-08,90,2017-08-08
Marie Curtis Park East Beach,2017-08-08,30,2017-08-08
Marie Curtis Park East Beach,2017-08-08,40,2017-08-08
Marie Curtis Park East Beach,2017-08-08,60,2017-08-08
Marie Curtis Park East Beach,2017-08-08,110,2017-08-08
Sunnyside Beach,2017-08-08,80,2017-08-08
Sunnyside Beach,2017-08-08,10,2017-08-08
Sunnyside Beach,2017-08-08,10,2017-08-08
Sunnyside Beach,2017-08-08,10,2017-08-08
Sunnyside Beach,2017-08-08,40,2017-08-08
Sunnyside Beach,2017-08-08,80,2017-08-08
Marie Curtis Park East Beach,2017-08-07,40,2017-08-07
Marie Curtis Park East Beach,2017-08-07,20,2017-08-07
Marie Curtis Park East Beach,2017-08-07,70,2017-08-07
Marie Curtis Park East Beach,2017-08-07,20,2017-08-07
Marie Curtis Park East Beach,2017-08-07,40,2017-08-07
Sunnyside Beach,2017-08-07,90,2017-08-07
Sunnyside Beach,2017-08-07,30,2017-08-07
Sunnyside Beach,2017-08-07,50,2017-08-07
Sunnyside Beach,2017-08-07,20,2017-08-07
Sunnyside Beach,2017-08-07,30,2017-08-07
Sunnyside Beach,2017-08-07,20,2017-08-07
Marie Curtis Park East Beach,2017-08-06,20,2017-08-06
Marie Curtis Park East Beach,2017-08-06,40,2017-08-06
Marie Curtis Park East Beach,2017-08-06,60,2017-08-06
Marie Curtis Park East Beach,2017-08-06,40,2017-08-06
Marie Curtis Park East Beach,2017-08-06,50,2017-08-06
Sunnyside Beach,2017-08-06,60,2017-08-06
Sunnyside Beach,2017-08-06,50,2017-08-06
Sunnyside Beach,2017-08-06,100,2017-08-06
Sunnyside Beach,2017-08-06,40,2017-08-06
Sunnyside Beach,2017-08-06,30,2017-08-06
Sunnyside Beach,2017-08-06,60,2017-08-06
Sunnyside Beach,2017-08-05,90,2017-08-05
Sunnyside Beach,2017-08-05,120,2017-08-05
Sunnyside Beach,2017-08-05,210,2017-08-05
Sunnyside Beach,2017-08-05,140,2017-08-05
Sunnyside Beach,2017-08-05,150,2017-08-05
Sunnyside Beach,2017-08-05,140,2017-08-05
Marie Curtis Park East Beach,2017-08-04,230,2017-08-04
Marie Curtis Park East Beach,2017-08-04,190,2017-08-04
Marie Curtis Park East Beach,2017-08-04,280,2017-08-04
Marie Curtis Park East Beach,2017-08-04,470,2017-08-04
Marie Curtis Park East Beach,2017-08-04,390,2017-08-04
Sunnyside Beach,2017-08-04,170,2017-08-04
Sunnyside Beach,2017-08-04,110,2017-08-04
Sunnyside Beach,2017-08-04,50,2017-08-04
Sunnyside Beach,2017-08-04,40,2017-08-04
Sunnyside Beach,2017-08-04,70,2017-08-04
Sunnyside Beach,2017-08-04,220,2017-08-04
Marie Curtis Park East Beach,2017-08-03,350,2017-08-03
Marie Curtis Park East Beach,2017-08-03,380,2017-08-03
Marie Curtis Park East Beach,2017-08-03,350,2017-08-03
Marie Curtis Park East Beach,2017-08-03,400,2017-08-03
Marie Curtis Park East Beach,2017-08-03,370,2017-08-03
Sunnyside Beach,2017-08-03,90,2017-08-03
Sunnyside Beach,2017-08-03,220,2017-08-03
Sunnyside Beach,2017-08-03,160,2017-08-03
Sunnyside Beach,2017-08-03,110,2017-08-03
Sunnyside Beach,2017-08-03,200,2017-08-03
Sunnyside Beach,2017-08-03,90,2017-08-03
Marie Curtis Park East Beach,2017-08-02,220,2017-08-02
Marie Curtis Park East Beach,2017-08-02,100,2017-08-02
Marie Curtis Park East Beach,2017-08-02,110,2017-08-02
Marie Curtis Park East Beach,2017-08-02,160,2017-08-02
Marie Curtis Park East Beach,2017-08-02,100,2017-08-02
Sunnyside Beach,2017-08-02,60,2017-08-02
Sunnyside Beach,2017-08-02,260,2017-08-02
Sunnyside Beach,2017-08-02,320,2017-08-02
Sunnyside Beach,2017-08-02,130,2017-08-02
Sunnyside Beach,2017-08-02,630,2017-08-02
Sunnyside Beach,2017-08-02,360,2017-08-02
Marie Curtis Park East Beach,2017-08-01,50,2017-08-01
Marie Curtis Park East Beach,2017-08-01,260,2017-08-01
Marie Curtis Park East Beach,2017-08-01,170,2017-08-01
Marie Curtis Park East Beach,2017-08-01,90,2017-08-01
Marie Curtis Park East Beach,2017-08-01,40,2017-08-01
Sunnyside Beach,2017-08-01,30,2017-08-01
Sunnyside Beach,2017-08-01,20,2017-08-01
Sunnyside Beach,2017-08-01,150,2017-08-01
Sunnyside Beach,2017-08-01,2000,2017-08-01
Sunnyside Beach,2017-08-01,5000,2017-08-01
Sunnyside Beach,2017-08-01,20,2017-08-01
Marie Curtis Park East Beach,2017-07-31,10,2017-07-31
Marie Curtis Park East Beach,2017-07-31,10,2017-07-31
Marie Curtis Park East Beach,2017-07-31,10,2017-07-31
Marie Curtis Park East Beach,2017-07-31,10,2017-07-31
Marie Curtis Park East Beach,2017-07-31,10,2017-07-31
Sunnyside Beach,2017-07-31,40,2017-07-31
Sunnyside Beach,2017-07-31,80,2017-07-31
Sunnyside Beach,2017-07-31,140,2017-07-31
Sunnyside Beach,2017-07-31,50,2017-07-31
Sunnyside Beach,2017-07-31,30,2017-07-31
Sunnyside Beach,2017-07-31,20,2017-07-31
Marie Curtis Park East Beach,2017-07-30,10,2017-07-30
Marie Curtis Park East Beach,2017-07-30,80,2017-07-30
Marie Curtis Park East Beach,2017-07-30,40,2017-07-30
Marie Curtis Park East Beach,2017-07-30,10,2017-07-30
Marie Curtis Park East Beach,2017-07-30,10,2017-07-30
Sunnyside Beach,2017-07-30,10,2017-07-30
Sunnyside Beach,2017-07-30,40,2017-07-30
Sunnyside Beach,2017-07-30,60,2017-07-30
Sunnyside Beach,2017-07-30,10,2017-07-30
Sunnyside Beach,2017-07-30,10,2017-07-30
Sunnyside Beach,2017-07-30,10,2017-07-30
Marie Curtis Park East Beach,2017-07-29,70,2017-07-29
Marie Curtis Park East Beach,2017-07-29,20,2017-07-29
Marie Curtis Park East Beach,2017-07-29,60,2017-07-29
Marie Curtis Park East Beach,2017-07-29,70,2017-07-29
Marie Curtis Park East Beach,2017-07-29,70,2017-07-29
Sunnyside Beach,2017-07-29,10,2017-07-29
Sunnyside Beach,2017-07-29,10,2017-07-29
Sunnyside Beach,2017-07-29,30,2017-07-29
Sunnyside Beach,2017-07-29,20,2017-07-29
Sunnyside Beach,2017-07-29,30,2017-07-29
Sunnyside Beach,2017-07-29,30,2017-07-29
Marie Curtis Park East Beach,2017-07-28,600,2017-07-28
Marie Curtis Park East Beach,2017-07-28,1300,2017-07-28
Marie Curtis Park East Beach,2017-07-28,490,2017-07-28
Marie Curtis Park East Beach,2017-07-28,540,2017-07-28
Marie Curtis Park East Beach,2017-07-28,730,2017-07-28
Sunnyside Beach,2017-07-28,40,2017-07-28
Sunnyside Beach,2017-07-28,100,2017-07-28
Sunnyside Beach,2017-07-28,150,2017-07-28
Sunnyside Beach,2017-07-28,90,2017-07-28
Sunnyside Beach,2017-07-28,10,2017-07-28
Sunnyside Beach,2017-07-28,10,2017-07-28
Marie Curtis Park East Beach,2017-07-27,420,2017-07-27
Marie Curtis Park East Beach,2017-07-27,850,2017-07-27
Marie Curtis Park East Beach,2017-07-27,440,2017-07-27
Marie Curtis Park East Beach,2017-07-27,670,2017-07-27
Marie Curtis Park East Beach,2017-07-27,660,2017-07-27
Sunnyside Beach,2017-07-27,40,2017-07-27
Sunnyside Beach,2017-07-27,10,2017-07-27
Sunnyside Beach,2017-07-27,50,2017-07-27
Sunnyside Beach,2017-07-27,10,2017-07-27
Sunnyside Beach,2017-07-27,10,2017-07-27
Sunnyside Beach,2017-07-27,10,2017-07-27
Marie Curtis Park East Beach,2017-07-26,10,2017-07-26
Marie Curtis Park East Beach,2017-07-26,10,2017-07-26
Marie Curtis Park East Beach,2017-07-26,10,2017-07-26
Marie Curtis Park East Beach,2017-07-26,10,2017-07-26
Marie Curtis Park East Beach,2017-07-26,20,2017-07-26
Sunnyside Beach,2017-07-26,40,2017-07-26
Sunnyside Beach,2017-07-26,10,2017-07-26
Sunnyside Beach,2017-07-26,30,2017-07-26
Sunnyside Beach,2017-07-26,30,2017-07-26
Sunnyside Beach,2017-07-26,10,2017-07-26
Sunnyside Beach,2017-07-26,50,2017-07-26
Marie Curtis Park East Beach,2017-07-25,50,2017-07-25
Marie Curtis Park East Beach,2017-07-25,80,2017-07-25
Marie Curtis Park East Beach,2017-07-25,60,2017-07-25
Marie Curtis Park East Beach,2017-07-25,60,2017-07-25
Marie Curtis Park East Beach,2017-07-25,50,2017-07-25
Sunnyside Beach,2017-07-25,50,2017-07-25
Sunnyside Beach,2017-07-25,20,2017-07-25
Sunnyside Beach,2017-07-25,30,2017-07-25
Sunnyside Beach,2017-07-25,10,2017-07-25
Sunnyside Beach,2017-07-25,20,2017-07-25
Sunnyside Beach,2017-07-25,30,2017-07-25
Marie Curtis Park East Beach,2017-07-24,110,2017-07-24
Marie Curtis Park East Beach,2017-07-24,30,2017-07-24
Marie Curtis Park East Beach,2017-07-24,120,2017-07-24
Marie Curtis Park East Beach,2017-07-24,30,2017-07-24
Marie Curtis Park East Beach,2017-07-24,60,2017-07-24
Sunnyside Beach,2017-07-24,290,2017-07-24
Sunnyside Beach,2017-07-24,20,2017-07-24
Sunnyside Beach,2017-07-24,20,2017-07-24
Sunnyside Beach,2017-07-24,10,2017-07-24
Sunnyside Beach,2017-07-24,130,2017-07-24
Sunnyside Beach,2017-07-24,490,2017-07-24
Marie Curtis Park East Beach,2017-07-23,300,2017-07-23
Marie Curtis Park East Beach,2017-07-23,160,2017-07-23
Marie Curtis Park East Beach,2017-07-23,160,2017-07-23
Marie Curtis Park East Beach,2017-07-23,230,2017-07-23
Marie Curtis Park East Beach,2017-07-23,480,2017-07-23
Sunnyside Beach,2017-07-23,170,2017-07-23
Sunnyside Beach,2017-07-23,230,2017-07-23
Sunnyside Beach,2017-07-23,150,2017-07-23
Sunnyside Beach,2017-07-23,50,2017-07-23
Sunnyside Beach,2017-07-23,50,2017-07-23
Sunnyside Beach,2017-07-23,140,2017-07-23
Marie Curtis Park East Beach,2017-07-22,260,2017-07-22
Marie Curtis Park East Beach,2017-07-22,210,2017-07-22
Marie Curtis Park East Beach,2017-07-22,120,2017-07-22
Marie Curtis Park East Beach,2017-07-22,160,2017-07-22
Marie Curtis Park East Beach,2017-07-22,130,2017-07-22
Sunnyside Beach,2017-07-22,210,2017-07-22
Sunnyside Beach,2017-07-22,210,2017-07-22
Sunnyside Beach,2017-07-22,140,2017-07-22
Sunnyside Beach,2017-07-22,230,2017-07-22
Sunnyside Beach,2017-07-22,370,2017-07-22
Sunnyside Beach,2017-07-22,310,2017-07-22
Marie Curtis Park East Beach,2017-07-21,550,2017-07-21
Marie Curtis Park East Beach,2017-07-21,250,2017-07-21
Marie Curtis Park East Beach,2017-07-21,310,2017-07-21
Marie Curtis Park East Beach,2017-07-21,380,2017-07-21
Marie Curtis Park East Beach,2017-07-21,400,2017-07-21
Sunnyside Beach,2017-07-21,480,2017-07-21
Sunnyside Beach,2017-07-21,670,2017-07-21
Sunnyside Beach,2017-07-21,680,2017-07-21
Sunnyside Beach,2017-07-21,560,2017-07-21
Sunnyside Beach,2017-07-21,280,2017-07-21
Sunnyside Beach,2017-07-21,390,2017-07-21
Marie Curtis Park East Beach,2017-07-20,10,2017-07-20
Marie Curtis Park East Beach,2017-07-20,10,2017-07-20
Marie Curtis Park East Beach,2017-07-20,10,2017-07-20
