Name,collection_date,site_name,e_coli,Date,is_outlier
Sunnyside Beach,2014-06-08,21W,220,2014-06-08,Normal
Sunnyside Beach,2014-06-08,23W,10,2014-06-08,Normal
Sunnyside Beach,2014-06-08,18W,10,2014-06-08,Normal
Sunnyside Beach,2014-06-08,19W,30,2014-06-08,Normal
Sunnyside Beach,2014-06-08,20W,100,2014-06-08,Normal
Marie Curtis Park East Beach,2014-06-07,29W,10,2014-06-07,Normal
Marie Curtis Park East Beach,2014-06-07,33W,10,2014-06-07,Normal
Marie Curtis Park East Beach,2014-06-07,32W,20,2014-06-07,Normal
Marie Curtis Park East Beach,2014-06-07,31W,20,2014-06-07,Normal
Marie Curtis Park East Beach,2014-06-07,30W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,22W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,17W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,21W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,18W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,19W,10,2014-06-07,Normal
Sunnyside Beach,2014-06-07,20W,10,2014-06-07,Normal
Marie Curtis Park East Beach,2014-06-06,29W,10,2014-06-06,Normal
Marie Curtis Park East Beach,2014-06-06,33W,10,2014-06-06,Normal
Marie Curtis Park East Beach,2014-06-06,32W,10,2014-06-06,Normal
Marie Curtis Park East Beach,2014-06-06,31W,10,2014-06-06,Normal
Marie Curtis Park East Beach,2014-06-06,30W,20,2014-06-06,Normal
Sunnyside Beach,2014-06-06,22W,10,2014-06-06,Normal
Sunnyside Beach,2014-06-06,17W,10,2014-06-06,Normal
Sunnyside Beach,2014-06-06,21W,10,2014-06-06,Normal
Sunnyside Beach,2014-06-06,18W,10,2014-06-06,Normal
Sunnyside Beach,2014-06-06,19W,10,2014-06-06,Normal
Sunnyside Beach,2014-06-06,20W,10,2014-06-06,Normal
Marie Curtis Park East Beach,2014-06-05,29W,40,2014-06-05,Normal
Marie Curtis Park East Beach,2014-06-05,33W,10,2014-06-05,Normal
Marie Curtis Park East Beach,2014-06-05,32W,30,2014-06-05,Normal
Marie Curtis Park East Beach,2014-06-05,31W,20,2014-06-05,Normal
Marie Curtis Park East Beach,2014-06-05,30W,40,2014-06-05,Normal
Sunnyside Beach,2014-06-05,22W,10,2014-06-05,Normal
Sunnyside Beach,2014-06-05,17W,10,2014-06-05,Normal
Sunnyside Beach,2014-06-05,21W,10,2014-06-05,Normal
Sunnyside Beach,2014-06-05,18W,10,2014-06-05,Normal
Sunnyside Beach,2014-06-05,19W,10,2014-06-05,Normal
Sunnyside Beach,2014-06-05,20W,10,2014-06-05,Normal
Marie Curtis Park East Beach,2014-06-04,29W,50,2014-06-04,Normal
Marie Curtis Park East Beach,2014-06-04,33W,20,2014-06-04,Normal
Marie Curtis Park East Beach,2014-06-04,32W,20,2014-06-04,Normal
Marie Curtis Park East Beach,2014-06-04,31W,20,2014-06-04,Normal
Marie Curtis Park East Beach,2014-06-04,30W,50,2014-06-04,Normal
Sunnyside Beach,2014-06-04,22W,30,2014-06-04,Normal
Sunnyside Beach,2014-06-04,17W,40,2014-06-04,Normal
Sunnyside Beach,2014-06-04,21W,30,2014-06-04,Normal
Sunnyside Beach,2014-06-04,18W,10,2014-06-04,Normal
Sunnyside Beach,2014-06-04,19W,10,2014-06-04,Normal
Sunnyside Beach,2014-06-04,20W,20,2014-06-04,Normal
Marie Curtis Park East Beach,2014-06-03,29W,200,2014-06-03,Normal
Marie Curtis Park East Beach,2014-06-03,33W,140,2014-06-03,Normal
Marie Curtis Park East Beach,2014-06-03,32W,150,2014-06-03,Normal
Marie Curtis Park East Beach,2014-06-03,31W,130,2014-06-03,Normal
Marie Curtis Park East Beach,2014-06-03,30W,180,2014-06-03,Normal
Sunnyside Beach,2014-06-03,22W,130,2014-06-03,Normal
Sunnyside Beach,2014-06-03,17W,100,2014-06-03,Normal
Sunnyside Beach,2014-06-03,21W,90,2014-06-03,Normal
Sunnyside Beach,2014-06-03,18W,70,2014-06-03,Normal
Sunnyside Beach,2014-06-03,19W,90,2014-06-03,Normal
Sunnyside Beach,2014-06-03,20W,80,2014-06-03,Normal
Marie Curtis Park East Beach,2014-06-02,29W,60,2014-06-02,Normal
Marie Curtis Park East Beach,2014-06-02,33W,30,2014-06-02,Normal
Marie Curtis Park East Beach,2014-06-02,32W,20,2014-06-02,Normal
Marie Curtis Park East Beach,2014-06-02,31W,70,2014-06-02,Normal
Marie Curtis Park East Beach,2014-06-02,30W,10,2014-06-02,Normal
Sunnyside Beach,2014-06-02,22W,20,2014-06-02,Normal
Sunnyside Beach,2014-06-02,17W,50,2014-06-02,Normal
Sunnyside Beach,2014-06-02,21W,10,2014-06-02,Normal
Sunnyside Beach,2014-06-02,18W,10,2014-06-02,Normal
Sunnyside Beach,2014-06-02,19W,30,2014-06-02,Normal
Sunnyside Beach,2014-06-02,20W,20,2014-06-02,Normal
Marie Curtis Park East Beach,2014-06-01,29W,100,2014-06-01,Normal
Marie Curtis Park East Beach,2014-06-01,33W,20,2014-06-01,Normal
Marie Curtis Park East Beach,2014-06-01,32W,110,2014-06-01,Normal
Marie Curtis Park East Beach,2014-06-01,31W,40,2014-06-01,Normal
Marie Curtis Park East Beach,2014-06-01,30W,40,2014-06-01,Normal
Sunnyside Beach,2014-06-01,22W,10,2014-06-01,Normal
Sunnyside Beach,2014-06-01,17W,10,2014-06-01,Normal
Sunnyside Beach,2014-06-01,21W,50,2014-06-01,Normal
Sunnyside Beach,2014-06-01,18W,10,2014-06-01,Normal
Sunnyside Beach,2014-06-01,19W,20,2014-06-01,Normal
Sunnyside Beach,2014-06-01,20W,10,2014-06-01,Normal
Marie Curtis Park East Beach,2014-05-31,29W,20,2014-05-31,Normal
Marie Curtis Park East Beach,2014-05-31,33W,10,2014-05-31,Normal
Marie Curtis Park East Beach,2014-05-31,32W,20,2014-05-31,Normal
Marie Curtis Park East Beach,2014-05-31,31W,20,2014-05-31,Normal
Marie Curtis Park East Beach,2014-05-31,30W,30,2014-05-31,Normal
Sunnyside Beach,2014-05-31,17W,10,2014-05-31,Normal
Sunnyside Beach,2014-05-31,21W,10,2014-05-31,Normal
Sunnyside Beach,2014-05-31,18W,10,2014-05-31,Normal
Sunnyside Beach,2014-05-31,19W,10,2014-05-31,Normal
Sunnyside Beach,2014-05-31,20W,10,2014-05-31,Normal
Marie Curtis Park East Beach,2014-05-30,29W,20,2014-05-30,Normal
Marie Curtis Park East Beach,2014-05-30,33W,10,2014-05-30,Normal
Marie Curtis Park East Beach,2014-05-30,32W,10,2014-05-30,Normal
Marie Curtis Park East Beach,2014-05-30,31W,20,2014-05-30,Normal
Marie Curtis Park East Beach,2014-05-30,30W,10,2014-05-30,Normal
Sunnyside Beach,2014-05-30,17W,60,2014-05-30,Normal
Sunnyside Beach,2014-05-30,21W,20,2014-05-30,Normal
Sunnyside Beach,2014-05-30,18W,20,2014-05-30,Normal
Sunnyside Beach,2014-05-30,19W,10,2014-05-30,Normal
Sunnyside Beach,2014-05-30,20W,20,2014-05-30,Normal
Sunnyside Beach,2014-05-30,22W,20,2014-05-30,Normal
Marie Curtis Park East Beach,2014-05-29,29W,1400,2014-05-29,Normal
Marie Curtis Park East Beach,2014-05-29,33W,140,2014-05-29,Normal
Marie Curtis Park East Beach,2014-05-29,32W,300,2014-05-29,Normal
Marie Curtis Park East Beach,2014-05-29,31W,420,2014-05-29,Normal
Marie Curtis Park East Beach,2014-05-29,30W,1600,2014-05-29,Normal
Sunnyside Beach,2014-05-29,17W,100,2014-05-29,Normal
Sunnyside Beach,2014-05-29,21W,10,2014-05-29,Normal
Sunnyside Beach,2014-05-29,18W,20,2014-05-29,Normal
Sunnyside Beach,2014-05-29,19W,40,2014-05-29,Normal
Sunnyside Beach,2014-05-29,20W,10,2014-05-29,Normal
Sunnyside Beach,2014-05-29,22W,20,2014-05-29,Normal
Marie Curtis Park East Beach,2014-05-28,29W,10,2014-05-28,Normal
Marie Curtis Park East Beach,2014-05-28,33W,10,2014-05-28,Normal
Marie Curtis Park East Beach,2014-05-28,32W,10,2014-05-28,Normal
Marie Curtis Park East Beach,2014-05-28,31W,10,2014-05-28,Normal
Marie Curtis Park East Beach,2014-05-28,30W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,17W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,21W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,18W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,19W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,20W,10,2014-05-28,Normal
Sunnyside Beach,2014-05-28,22W,10,2014-05-28,Normal
Marie Curtis Park East Beach,2014-05-27,29W,10,2014-05-27,Normal
Marie Curtis Park East Beach,2014-05-27,33W,10,2014-05-27,Normal
Marie Curtis Park East Beach,2014-05-27,32W,10,2014-05-27,Normal
Marie Curtis Park East Beach,2014-05-27,31W,10,2014-05-27,Normal
Marie Curtis Park East Beach,2014-05-27,30W,10,2014-05-27,Normal
Sunnyside Beach,2014-05-27,17W,30,2014-05-27,Normal
Sunnyside Beach,2014-05-27,21W,20,2014-05-27,Normal
Sunnyside Beach,2014-05-27,18W,20,2014-05-27,Normal
Sunnyside Beach,2014-05-27,19W,10,2014-05-27,Normal
Sunnyside Beach,2014-05-27,20W,30,2014-05-27,Normal
Sunnyside Beach,2014-05-27,22W,10,2014-05-27,Normal
Marie Curtis Park East Beach,2014-05-26,29W,10,2014-05-26,Normal
Marie Curtis Park East Beach,2014-05-26,33W,10,2014-05-26,Normal
Marie Curtis Park East Beach,2014-05-26,32W,10,2014-05-26,Normal
Marie Curtis Park East Beach,2014-05-26,31W,10,2014-05-26,Normal
Marie Curtis Park East Beach,2014-05-26,30W,10,2014-05-26,Normal
Sunnyside Beach,2014-05-26,17W,10,2014-05-26,Normal
Sunnyside Beach,2014-05-26,21W,20,2014-05-26,Normal
Sunnyside Beach,2014-05-26,18W,10,2014-05-26,Normal
Sunnyside Beach,2014-05-26,19W,10,2014-05-26,Normal
Sunnyside Beach,2014-05-26,20W,10,2014-05-26,Normal
Sunnyside Beach,2014-05-26,22W,10,2014-05-26,Normal
Marie Curtis Park East Beach,2014-05-25,29W,10,2014-05-25,Normal
Marie Curtis Park East Beach,2014-05-25,33W,10,2014-05-25,Normal
Marie Curtis Park East Beach,2014-05-25,32W,10,2014-05-25,Normal
Marie Curtis Park East Beach,2014-05-25,31W,10,2014-05-25,Normal
Marie Curtis Park East Beach,2014-05-25,30W,10,2014-05-25,Normal
Sunnyside Beach,2014-05-25,17W,10,2014-05-25,Normal
Sunnyside Beach,2014-05-25,21W,20,2014-05-25,Normal
Sunnyside Beach,2014-05-25,18W,10,2014-05-25,Normal
Sunnyside Beach,2014-05-25,19W,10,2014-05-25,Normal
Sunnyside Beach,2014-05-25,20W,10,2014-05-25,Normal
Sunnyside Beach,2014-05-25,22W,10,2014-05-25,Normal
Marie Curtis Park East Beach,2014-05-24,29W,30,2014-05-24,Normal
Marie Curtis Park East Beach,2014-05-24,33W,30,2014-05-24,Normal
Marie Curtis Park East Beach,2014-05-24,32W,10,2014-05-24,Normal
Marie Curtis Park East Beach,2014-05-24,31W,20,2014-05-24,Normal
Marie Curtis Park East Beach,2014-05-24,30W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,17W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,21W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,18W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,19W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,20W,10,2014-05-24,Normal
Sunnyside Beach,2014-05-24,22W,10,2014-05-24,Normal
Marie Curtis Park East Beach,2014-05-23,29W,10,2014-05-23,Normal
Marie Curtis Park East Beach,2014-05-23,33W,10,2014-05-23,Normal
Marie Curtis Park East Beach,2014-05-23,32W,10,2014-05-23,Normal
Marie Curtis Park East Beach,2014-05-23,31W,10,2014-05-23,Normal
Marie Curtis Park East Beach,2014-05-23,30W,10,2014-05-23,Normal
Sunnyside Beach,2014-05-23,17W,10,2014-05-23,Normal
Sunnyside Beach,2014-05-23,21W,20,2014-05-23,Normal
Sunnyside Beach,2014-05-23,18W,10,2014-05-23,Normal
Sunnyside Beach,2014-05-23,19W,10,2014-05-23,Normal
Sunnyside Beach,2014-05-23,20W,10,2014-05-23,Normal
Sunnyside Beach,2014-05-23,22W,10,2014-05-23,Normal
Marie Curtis Park East Beach,2014-05-22,29W,50,2014-05-22,Normal
Marie Curtis Park East Beach,2014-05-22,33W,10,2014-05-22,Normal
Marie Curtis Park East Beach,2014-05-22,32W,10,2014-05-22,Normal
Marie Curtis Park East Beach,2014-05-22,31W,10,2014-05-22,Normal
Marie Curtis Park East Beach,2014-05-22,30W,70,2014-05-22,Normal
Sunnyside Beach,2014-05-22,17W,30,2014-05-22,Normal
Sunnyside Beach,2014-05-22,21W,10,2014-05-22,Normal
Sunnyside Beach,2014-05-22,18W,40,2014-05-22,Normal
Sunnyside Beach,2014-05-22,19W,10,2014-05-22,Normal
Sunnyside Beach,2014-05-22,20W,10,2014-05-22,Normal
Sunnyside Beach,2014-05-22,22W,10,2014-05-22,Normal
Marie Curtis Park East Beach,2014-05-21,29W,60,2014-05-21,Normal
Marie Curtis Park East Beach,2014-05-21,33W,20,2014-05-21,Normal
Marie Curtis Park East Beach,2014-05-21,32W,40,2014-05-21,Normal
Marie Curtis Park East Beach,2014-05-21,31W,50,2014-05-21,Normal
Marie Curtis Park East Beach,2014-05-21,30W,20,2014-05-21,Normal
Sunnyside Beach,2014-05-21,17W,20,2014-05-21,Normal
Sunnyside Beach,2014-05-21,21W,10,2014-05-21,Normal
Sunnyside Beach,2014-05-21,18W,30,2014-05-21,Normal
Sunnyside Beach,2014-05-21,19W,10,2014-05-21,Normal
Sunnyside Beach,2014-05-21,20W,10,2014-05-21,Normal
Sunnyside Beach,2014-05-21,22W,10,2014-05-21,Normal
Marie Curtis Park East Beach,2014-05-20,29W,20,2014-05-20,Normal
Marie Curtis Park East Beach,2014-05-20,33W,10,2014-05-20,Normal
Marie Curtis Park East Beach,2014-05-20,32W,10,2014-05-20,Normal
Marie Curtis Park East Beach,2014-05-20,31W,10,2014-05-20,Normal
Marie Curtis Park East Beach,2014-05-20,30W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,17W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,21W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,18W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,19W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,20W,10,2014-05-20,Normal
Sunnyside Beach,2014-05-20,22W,10,2014-05-20,Normal
Marie Curtis Park East Beach,2013-09-02,29W,230,2013-09-02,Normal
Marie Curtis Park East Beach,2013-09-02,32W,160,2013-09-02,Normal
Marie Curtis Park East Beach,2013-09-02,31W,200,2013-09-02,Normal
Marie Curtis Park East Beach,2013-09-02,30W,150,2013-09-02,Normal
Sunnyside Beach,2013-09-02,17W,120,2013-09-02,Normal
Sunnyside Beach,2013-09-02,21W,40,2013-09-02,Normal
Sunnyside Beach,2013-09-02,18W,100,2013-09-02,Normal
Sunnyside Beach,2013-09-02,19W,30,2013-09-02,Normal
Sunnyside Beach,2013-09-02,20W,80,2013-09-02,Normal
Sunnyside Beach,2013-09-02,22W,90,2013-09-02,Normal
Sunnyside Beach,2013-09-01,17W,100,2013-09-01,Normal
Sunnyside Beach,2013-09-01,21W,10,2013-09-01,Normal
Sunnyside Beach,2013-09-01,18W,80,2013-09-01,Normal
Sunnyside Beach,2013-09-01,19W,80,2013-09-01,Normal
Sunnyside Beach,2013-09-01,20W,30,2013-09-01,Normal
Sunnyside Beach,2013-09-01,22W,70,2013-09-01,Normal
Marie Curtis Park East Beach,2013-08-31,29W,30,2013-08-31,Normal
Marie Curtis Park East Beach,2013-08-31,33W,10,2013-08-31,Normal
Marie Curtis Park East Beach,2013-08-31,32W,40,2013-08-31,Normal
Marie Curtis Park East Beach,2013-08-31,31W,20,2013-08-31,Normal
Marie Curtis Park East Beach,2013-08-31,30W,40,2013-08-31,Normal
Sunnyside Beach,2013-08-31,17W,170,2013-08-31,Normal
Sunnyside Beach,2013-08-31,21W,160,2013-08-31,Normal
Sunnyside Beach,2013-08-31,18W,330,2013-08-31,Normal
Sunnyside Beach,2013-08-31,19W,260,2013-08-31,Normal
Sunnyside Beach,2013-08-31,20W,200,2013-08-31,Normal
Sunnyside Beach,2013-08-31,22W,130,2013-08-31,Normal
Marie Curtis Park East Beach,2013-08-30,29W,330,2013-08-30,Normal
Marie Curtis Park East Beach,2013-08-30,33W,350,2013-08-30,Normal
Marie Curtis Park East Beach,2013-08-30,32W,180,2013-08-30,Normal
Marie Curtis Park East Beach,2013-08-30,31W,170,2013-08-30,Normal
Marie Curtis Park East Beach,2013-08-30,30W,490,2013-08-30,Normal
Sunnyside Beach,2013-08-30,17W,150,2013-08-30,Normal
Sunnyside Beach,2013-08-30,21W,60,2013-08-30,Normal
Sunnyside Beach,2013-08-30,18W,180,2013-08-30,Normal
Sunnyside Beach,2013-08-30,19W,160,2013-08-30,Normal
Sunnyside Beach,2013-08-30,20W,80,2013-08-30,Normal
Sunnyside Beach,2013-08-30,22W,50,2013-08-30,Normal
Marie Curtis Park East Beach,2013-08-29,29W,320,2013-08-29,Normal
Marie Curtis Park East Beach,2013-08-29,33W,250,2013-08-29,Normal
Marie Curtis Park East Beach,2013-08-29,32W,270,2013-08-29,Normal
Marie Curtis Park East Beach,2013-08-29,31W,370,2013-08-29,Normal
Marie Curtis Park East Beach,2013-08-29,30W,430,2013-08-29,Normal
Sunnyside Beach,2013-08-29,17W,470,2013-08-29,Normal
Sunnyside Beach,2013-08-29,21W,360,2013-08-29,Normal
Sunnyside Beach,2013-08-29,18W,350,2013-08-29,Normal
Sunnyside Beach,2013-08-29,19W,380,2013-08-29,Normal
Sunnyside Beach,2013-08-29,20W,430,2013-08-29,Normal
Sunnyside Beach,2013-08-29,22W,380,2013-08-29,Normal
Marie Curtis Park East Beach,2013-08-28,29W,60,2013-08-28,Normal
Marie Curtis Park East Beach,2013-08-28,33W,500,2013-08-28,Normal
Marie Curtis Park East Beach,2013-08-28,32W,590,2013-08-28,Normal
Marie Curtis Park East Beach,2013-08-28,31W,640,2013-08-28,Normal
Marie Curtis Park East Beach,2013-08-28,30W,510,2013-08-28,Normal
Sunnyside Beach,2013-08-28,17W,780,2013-08-28,Normal
Sunnyside Beach,2013-08-28,21W,600,2013-08-28,Normal
Sunnyside Beach,2013-08-28,18W,530,2013-08-28,Normal
Sunnyside Beach,2013-08-28,19W,1100,2013-08-28,Normal
Sunnyside Beach,2013-08-28,20W,710,2013-08-28,Normal
Sunnyside Beach,2013-08-28,22W,530,2013-08-28,Normal
Marie Curtis Park East Beach,2013-08-27,29W,200,2013-08-27,Normal
Marie Curtis Park East Beach,2013-08-27,33W,340,2013-08-27,Normal
Marie Curtis Park East Beach,2013-08-27,32W,170,2013-08-27,Normal
Marie Curtis Park East Beach,2013-08-27,31W,270,2013-08-27,Normal
Marie Curtis Park East Beach,2013-08-27,30W,290,2013-08-27,Normal
Sunnyside Beach,2013-08-27,17W,560,2013-08-27,Normal
Sunnyside Beach,2013-08-27,21W,1300,2013-08-27,Normal
Sunnyside Beach,2013-08-27,18W,570,2013-08-27,Normal
Sunnyside Beach,2013-08-27,19W,360,2013-08-27,Normal
Sunnyside Beach,2013-08-27,20W,440,2013-08-27,Normal
Sunnyside Beach,2013-08-27,22W,380,2013-08-27,Normal
Sunnyside Beach,2013-08-26,17W,590,2013-08-26,Normal
Sunnyside Beach,2013-08-26,21W,810,2013-08-26,Normal
Sunnyside Beach,2013-08-26,18W,740,2013-08-26,Normal
Sunnyside Beach,2013-08-26,19W,650,2013-08-26,Normal
Sunnyside Beach,2013-08-26,20W,510,2013-08-26,Normal
Sunnyside Beach,2013-08-26,22W,370,2013-08-26,Normal
Marie Curtis Park East Beach,2013-08-25,29W,10,2013-08-25,Normal
Marie Curtis Park East Beach,2013-08-25,33W,10,2013-08-25,Normal
Marie Curtis Park East Beach,2013-08-25,32W,10,2013-08-25,Normal
Marie Curtis Park East Beach,2013-08-25,31W,10,2013-08-25,Normal
Marie Curtis Park East Beach,2013-08-25,30W,10,2013-08-25,Normal
Sunnyside Beach,2013-08-25,17W,40,2013-08-25,Normal
Sunnyside Beach,2013-08-25,21W,30,2013-08-25,Normal
Sunnyside Beach,2013-08-25,18W,70,2013-08-25,Normal
Sunnyside Beach,2013-08-25,19W,50,2013-08-25,Normal
Sunnyside Beach,2013-08-25,20W,40,2013-08-25,Normal
Sunnyside Beach,2013-08-25,22W,160,2013-08-25,Normal
Marie Curtis Park East Beach,2013-08-24,29W,170,2013-08-24,Normal
Marie Curtis Park East Beach,2013-08-24,33W,10,2013-08-24,Normal
Marie Curtis Park East Beach,2013-08-24,32W,50,2013-08-24,Normal
Marie Curtis Park East Beach,2013-08-24,31W,40,2013-08-24,Normal
Marie Curtis Park East Beach,2013-08-24,30W,40,2013-08-24,Normal
Sunnyside Beach,2013-08-24,17W,10,2013-08-24,Normal
Sunnyside Beach,2013-08-24,21W,20,2013-08-24,Normal
Sunnyside Beach,2013-08-24,18W,50,2013-08-24,Normal
Sunnyside Beach,2013-08-24,19W,19,2013-08-24,Normal
Sunnyside Beach,2013-08-24,20W,10,2013-08-24,Normal
Sunnyside Beach,2013-08-24,22W,10,2013-08-24,Normal
Marie Curtis Park East Beach,2013-08-23,29W,90,2013-08-23,Normal
Marie Curtis Park East Beach,2013-08-23,33W,90,2013-08-23,Normal
Marie Curtis Park East Beach,2013-08-23,32W,980,2013-08-23,Normal
Marie Curtis Park East Beach,2013-08-23,31W,30,2013-08-23,Normal
Marie Curtis Park East Beach,2013-08-23,30W,30,2013-08-23,Normal
Sunnyside Beach,2013-08-23,17W,60,2013-08-23,Normal
Sunnyside Beach,2013-08-23,21W,970,2013-08-23,Normal
Sunnyside Beach,2013-08-23,18W,90,2013-08-23,Normal
Sunnyside Beach,2013-08-23,19W,140,2013-08-23,Normal
Sunnyside Beach,2013-08-23,20W,90,2013-08-23,Normal
Sunnyside Beach,2013-08-23,22W,110,2013-08-23,Normal
Marie Curtis Park East Beach,2013-08-22,29W,40,2013-08-22,Normal
Marie Curtis Park East Beach,2013-08-22,33W,30,2013-08-22,Normal
Marie Curtis Park East Beach,2013-08-22,32W,100,2013-08-22,Normal
Marie Curtis Park East Beach,2013-08-22,31W,20,2013-08-22,Normal
Marie Curtis Park East Beach,2013-08-22,30W,80,2013-08-22,Normal
Sunnyside Beach,2013-08-22,17W,840,2013-08-22,Normal
Sunnyside Beach,2013-08-22,21W,950,2013-08-22,Normal
Sunnyside Beach,2013-08-22,18W,1700,2013-08-22,Normal
Sunnyside Beach,2013-08-22,19W,1200,2013-08-22,Normal
Sunnyside Beach,2013-08-22,20W,130,2013-08-22,Normal
Sunnyside Beach,2013-08-22,22W,1200,2013-08-22,Normal
Marie Curtis Park East Beach,2013-08-21,29W,240,2013-08-21,Normal
Marie Curtis Park East Beach,2013-08-21,33W,200,2013-08-21,Normal
Marie Curtis Park East Beach,2013-08-21,32W,120,2013-08-21,Normal
Marie Curtis Park East Beach,2013-08-21,31W,140,2013-08-21,Normal
Marie Curtis Park East Beach,2013-08-21,30W,150,2013-08-21,Normal
Sunnyside Beach,2013-08-21,17W,30,2013-08-21,Normal
Sunnyside Beach,2013-08-21,21W,10,2013-08-21,Normal
Sunnyside Beach,2013-08-21,18W,120,2013-08-21,Normal
Sunnyside Beach,2013-08-21,19W,40,2013-08-21,Normal
Sunnyside Beach,2013-08-21,20W,40,2013-08-21,Normal
Sunnyside Beach,2013-08-21,22W,40,2013-08-21,Normal
Marie Curtis Park East Beach,2013-08-20,29W,20,2013-08-20,Normal
Marie Curtis Park East Beach,2013-08-20,33W,10,2013-08-20,Normal
Marie Curtis Park East Beach,2013-08-20,32W,10,2013-08-20,Normal
Marie Curtis Park East Beach,2013-08-20,31W,10,2013-08-20,Normal
Marie Curtis Park East Beach,2013-08-20,30W,10,2013-08-20,Normal
Sunnyside Beach,2013-08-20,17W,270,2013-08-20,Normal
Sunnyside Beach,2013-08-20,21W,820,2013-08-20,Normal
Sunnyside Beach,2013-08-20,18W,220,2013-08-20,Normal
Sunnyside Beach,2013-08-20,19W,180,2013-08-20,Normal
Sunnyside Beach,2013-08-20,20W,420,2013-08-20,Normal
Sunnyside Beach,2013-08-20,22W,670,2013-08-20,Normal
Marie Curtis Park East Beach,2013-08-19,29W,80,2013-08-19,Normal
Marie Curtis Park East Beach,2013-08-19,33W,60,2013-08-19,Normal
Marie Curtis Park East Beach,2013-08-19,32W,30,2013-08-19,Normal
Marie Curtis Park East Beach,2013-08-19,31W,90,2013-08-19,Normal
Marie Curtis Park East Beach,2013-08-19,30W,60,2013-08-19,Normal
Sunnyside Beach,2013-08-19,17W,180,2013-08-19,Normal
Sunnyside Beach,2013-08-19,21W,180,2013-08-19,Normal
Sunnyside Beach,2013-08-19,18W,140,2013-08-19,Normal
Sunnyside Beach,2013-08-19,19W,20,2013-08-19,Normal
Sunnyside Beach,2013-08-19,20W,50,2013-08-19,Normal
Sunnyside Beach,2013-08-19,22W,140,2013-08-19,Normal
Marie Curtis Park East Beach,2013-08-18,29W,80,2013-08-18,Normal
Marie Curtis Park East Beach,2013-08-18,33W,20,2013-08-18,Normal
Marie Curtis Park East Beach,2013-08-18,32W,10,2013-08-18,Normal
Marie Curtis Park East Beach,2013-08-18,31W,10,2013-08-18,Normal
Marie Curtis Park East Beach,2013-08-18,30W,40,2013-08-18,Normal
Sunnyside Beach,2013-08-18,17W,50,2013-08-18,Normal
Sunnyside Beach,2013-08-18,21W,160,2013-08-18,Normal
Sunnyside Beach,2013-08-18,18W,50,2013-08-18,Normal
Sunnyside Beach,2013-08-18,19W,60,2013-08-18,Normal
Sunnyside Beach,2013-08-18,20W,30,2013-08-18,Normal
Sunnyside Beach,2013-08-18,22W,50,2013-08-18,Normal
Marie Curtis Park East Beach,2013-08-17,29W,10,2013-08-17,Normal
Marie Curtis Park East Beach,2013-08-17,33W,10,2013-08-17,Normal
Marie Curtis Park East Beach,2013-08-17,32W,10,2013-08-17,Normal
Marie Curtis Park East Beach,2013-08-17,31W,10,2013-08-17,Normal
Marie Curtis Park East Beach,2013-08-17,30W,10,2013-08-17,Normal
Sunnyside Beach,2013-08-17,17W,10,2013-08-17,Normal
Sunnyside Beach,2013-08-17,21W,10,2013-08-17,Normal
Sunnyside Beach,2013-08-17,18W,30,2013-08-17,Normal
Sunnyside Beach,2013-08-17,19W,50,2013-08-17,Normal
Sunnyside Beach,2013-08-17,20W,10,2013-08-17,Normal
Sunnyside Beach,2013-08-17,22W,50,2013-08-17,Normal
Marie Curtis Park East Beach,2013-08-16,29W,10,2013-08-16,Normal
Marie Curtis Park East Beach,2013-08-16,33W,10,2013-08-16,Normal
Marie Curtis Park East Beach,2013-08-16,32W,10,2013-08-16,Normal
Marie Curtis Park East Beach,2013-08-16,31W,10,2013-08-16,Normal
Marie Curtis Park East Beach,2013-08-16,30W,10,2013-08-16,Normal
Sunnyside Beach,2013-08-16,17W,60,2013-08-16,Normal
Sunnyside Beach,2013-08-16,21W,110,2013-08-16,Normal
Sunnyside Beach,2013-08-16,18W,10,2013-08-16,Normal
Sunnyside Beach,2013-08-16,19W,10,2013-08-16,Normal
Sunnyside Beach,2013-08-16,20W,20,2013-08-16,Normal
Sunnyside Beach,2013-08-16,22W,70,2013-08-16,Normal
Marie Curtis Park East Beach,2013-08-15,29W,40,2013-08-15,Normal
